"frame_id","screen_id","screen_name","group_code","platform","viewport_px","state_code","state_ar","phase","components","design_file","status","design_status","frame_ref"
"HOME-02-W834-permission_denied","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","W","834","permission_denied","صلاحية مرفوضة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-W834-offline","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","W","834","offline","بلا اتصال","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-W834-stale","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","W","834","stale","بيانات قديمة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-W1440-ready","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","W","1440","ready","جاهز","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","06-D2-Shifts-Access.dc.html#HOME-02"
"HOME-02-W1440-empty","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","W","1440","empty","فارغ","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","37-D29-Desktop-Web-Customer-Public-Home.dc.html#HOME-02"
"HOME-02-W1440-permission_denied","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","W","1440","permission_denied","صلاحية مرفوضة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","37-D29-Desktop-Web-Customer-Public-Home.dc.html#HOME-02"
"HOME-02-W1440-offline","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","W","1440","offline","بلا اتصال","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","37-D29-Desktop-Web-Customer-Public-Home.dc.html#HOME-02"
"HOME-02-W1440-stale","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","W","1440","stale","بيانات قديمة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","37-D29-Desktop-Web-Customer-Public-Home.dc.html#HOME-02"
"HOME-02-M390-ready","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","M","390","ready","جاهز","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-M390-empty","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","M","390","empty","فارغ","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-M390-permission_denied","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","M","390","permission_denied","صلاحية مرفوضة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-M390-offline","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","M","390","offline","بلا اتصال","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-M390-stale","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","M","390","stale","بيانات قديمة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1366-ready","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1366","ready","جاهز","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1366-empty","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1366","empty","فارغ","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1366-permission_denied","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1366","permission_denied","صلاحية مرفوضة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1366-offline","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1366","offline","بلا اتصال","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1366-stale","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1366","stale","بيانات قديمة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1920-ready","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1920","ready","جاهز","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1920-empty","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1920","empty","فارغ","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1920-permission_denied","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1920","permission_denied","صلاحية مرفوضة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1920-offline","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1920","offline","بلا اتصال","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-02-D1920-stale","HOME-02","رئيسية الموظف حسب الصلاحية","HOME","D","1920","stale","بيانات قديمة","أساسي","C-FRAME C-NAV C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W390-ready","HOME-03","بحث عام وإشعارات سريعة","HOME","W","390","ready","جاهز","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W390-loading","HOME-03","بحث عام وإشعارات سريعة","HOME","W","390","loading","تحميل","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W390-empty","HOME-03","بحث عام وإشعارات سريعة","HOME","W","390","empty","فارغ","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W390-permission_denied","HOME-03","بحث عام وإشعارات سريعة","HOME","W","390","permission_denied","صلاحية مرفوضة","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W390-offline","HOME-03","بحث عام وإشعارات سريعة","HOME","W","390","offline","بلا اتصال","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W834-ready","HOME-03","بحث عام وإشعارات سريعة","HOME","W","834","ready","جاهز","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W834-loading","HOME-03","بحث عام وإشعارات سريعة","HOME","W","834","loading","تحميل","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W834-empty","HOME-03","بحث عام وإشعارات سريعة","HOME","W","834","empty","فارغ","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W834-permission_denied","HOME-03","بحث عام وإشعارات سريعة","HOME","W","834","permission_denied","صلاحية مرفوضة","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W834-offline","HOME-03","بحث عام وإشعارات سريعة","HOME","W","834","offline","بلا اتصال","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-W1440-ready","HOME-03","بحث عام وإشعارات سريعة","HOME","W","1440","ready","جاهز","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","31-D23-Catalog-Home-Shift.dc.html#HOME-03"
"HOME-03-W1440-loading","HOME-03","بحث عام وإشعارات سريعة","HOME","W","1440","loading","تحميل","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","31-D23-Catalog-Home-Shift.dc.html#HOME-03"
"HOME-03-W1440-empty","HOME-03","بحث عام وإشعارات سريعة","HOME","W","1440","empty","فارغ","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","31-D23-Catalog-Home-Shift.dc.html#HOME-03"
"HOME-03-W1440-permission_denied","HOME-03","بحث عام وإشعارات سريعة","HOME","W","1440","permission_denied","صلاحية مرفوضة","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","31-D23-Catalog-Home-Shift.dc.html#HOME-03"
"HOME-03-W1440-offline","HOME-03","بحث عام وإشعارات سريعة","HOME","W","1440","offline","بلا اتصال","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","31-D23-Catalog-Home-Shift.dc.html#HOME-03"
"HOME-03-M390-ready","HOME-03","بحث عام وإشعارات سريعة","HOME","M","390","ready","جاهز","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","31-D23-Catalog-Home-Shift.dc.html#HOME-03"
"HOME-03-M390-loading","HOME-03","بحث عام وإشعارات سريعة","HOME","M","390","loading","تحميل","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-M390-empty","HOME-03","بحث عام وإشعارات سريعة","HOME","M","390","empty","فارغ","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-M390-permission_denied","HOME-03","بحث عام وإشعارات سريعة","HOME","M","390","permission_denied","صلاحية مرفوضة","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-M390-offline","HOME-03","بحث عام وإشعارات سريعة","HOME","M","390","offline","بلا اتصال","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1366-ready","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1366","ready","جاهز","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1366-loading","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1366","loading","تحميل","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1366-empty","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1366","empty","فارغ","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1366-permission_denied","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1366","permission_denied","صلاحية مرفوضة","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1366-offline","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1366","offline","بلا اتصال","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1920-ready","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1920","ready","جاهز","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","drawn","31-D23-Catalog-Home-Shift.dc.html#HOME-03"
"HOME-03-D1920-loading","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1920","loading","تحميل","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1920-empty","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1920","empty","فارغ","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1920-permission_denied","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1920","permission_denied","صلاحية مرفوضة","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"HOME-03-D1920-offline","HOME-03","بحث عام وإشعارات سريعة","HOME","D","1920","offline","بلا اتصال","أساسي","C-PICK C-TIMELIST C-NOTICE","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W390-ready","POS-01","نقطة البيع والسلة","POS","W","390","ready","جاهز","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W390-loading","POS-01","نقطة البيع والسلة","POS","W","390","loading","تحميل","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W390-empty","POS-01","نقطة البيع والسلة","POS","W","390","empty","فارغ","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W390-offline","POS-01","نقطة البيع والسلة","POS","W","390","offline","بلا اتصال","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W390-stale","POS-01","نقطة البيع والسلة","POS","W","390","stale","بيانات قديمة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W390-permission_denied","POS-01","نقطة البيع والسلة","POS","W","390","permission_denied","صلاحية مرفوضة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W834-ready","POS-01","نقطة البيع والسلة","POS","W","834","ready","جاهز","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W834-loading","POS-01","نقطة البيع والسلة","POS","W","834","loading","تحميل","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W834-empty","POS-01","نقطة البيع والسلة","POS","W","834","empty","فارغ","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W834-offline","POS-01","نقطة البيع والسلة","POS","W","834","offline","بلا اتصال","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W834-stale","POS-01","نقطة البيع والسلة","POS","W","834","stale","بيانات قديمة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W834-permission_denied","POS-01","نقطة البيع والسلة","POS","W","834","permission_denied","صلاحية مرفوضة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-W1440-ready","POS-01","نقطة البيع والسلة","POS","W","1440","ready","جاهز","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","drawn","03-D2-POS.dc.html#POS-01"
"POS-01-W1440-loading","POS-01","نقطة البيع والسلة","POS","W","1440","loading","تحميل","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","drawn","42-D34-POS-Complete.dc.html#POS-01"
"POS-01-W1440-empty","POS-01","نقطة البيع والسلة","POS","W","1440","empty","فارغ","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","drawn","42-D34-POS-Complete.dc.html#POS-01"
"POS-01-W1440-offline","POS-01","نقطة البيع والسلة","POS","W","1440","offline","بلا اتصال","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","drawn","42-D34-POS-Complete.dc.html#POS-01"
"POS-01-W1440-stale","POS-01","نقطة البيع والسلة","POS","W","1440","stale","بيانات قديمة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","drawn","42-D34-POS-Complete.dc.html#POS-01"
"POS-01-W1440-permission_denied","POS-01","نقطة البيع والسلة","POS","W","1440","permission_denied","صلاحية مرفوضة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","drawn","42-D34-POS-Complete.dc.html#POS-01"
"POS-01-M390-ready","POS-01","نقطة البيع والسلة","POS","M","390","ready","جاهز","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-M390-loading","POS-01","نقطة البيع والسلة","POS","M","390","loading","تحميل","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-M390-empty","POS-01","نقطة البيع والسلة","POS","M","390","empty","فارغ","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-M390-offline","POS-01","نقطة البيع والسلة","POS","M","390","offline","بلا اتصال","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-M390-stale","POS-01","نقطة البيع والسلة","POS","M","390","stale","بيانات قديمة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-M390-permission_denied","POS-01","نقطة البيع والسلة","POS","M","390","permission_denied","صلاحية مرفوضة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1366-ready","POS-01","نقطة البيع والسلة","POS","D","1366","ready","جاهز","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1366-loading","POS-01","نقطة البيع والسلة","POS","D","1366","loading","تحميل","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1366-empty","POS-01","نقطة البيع والسلة","POS","D","1366","empty","فارغ","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1366-offline","POS-01","نقطة البيع والسلة","POS","D","1366","offline","بلا اتصال","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1366-stale","POS-01","نقطة البيع والسلة","POS","D","1366","stale","بيانات قديمة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1366-permission_denied","POS-01","نقطة البيع والسلة","POS","D","1366","permission_denied","صلاحية مرفوضة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1920-ready","POS-01","نقطة البيع والسلة","POS","D","1920","ready","جاهز","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1920-loading","POS-01","نقطة البيع والسلة","POS","D","1920","loading","تحميل","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1920-empty","POS-01","نقطة البيع والسلة","POS","D","1920","empty","فارغ","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1920-offline","POS-01","نقطة البيع والسلة","POS","D","1920","offline","بلا اتصال","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1920-stale","POS-01","نقطة البيع والسلة","POS","D","1920","stale","بيانات قديمة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-01-D1920-permission_denied","POS-01","نقطة البيع والسلة","POS","D","1920","permission_denied","صلاحية مرفوضة","أساسي","C-CART C-PICK C-QTYUNIT C-SYNC","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-W390-ready","POS-02","اختيار وحدة أو وزن","POS","W","390","ready","جاهز","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-W390-validation_error","POS-02","اختيار وحدة أو وزن","POS","W","390","validation_error","خطأ تحقق","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-W834-ready","POS-02","اختيار وحدة أو وزن","POS","W","834","ready","جاهز","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-W834-validation_error","POS-02","اختيار وحدة أو وزن","POS","W","834","validation_error","خطأ تحقق","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-W1440-ready","POS-02","اختيار وحدة أو وزن","POS","W","1440","ready","جاهز","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","drawn","03-D2-POS.dc.html#POS-02"
"POS-02-W1440-validation_error","POS-02","اختيار وحدة أو وزن","POS","W","1440","validation_error","خطأ تحقق","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","drawn","03-D2-POS.dc.html#POS-02"
"POS-02-M390-ready","POS-02","اختيار وحدة أو وزن","POS","M","390","ready","جاهز","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-M390-validation_error","POS-02","اختيار وحدة أو وزن","POS","M","390","validation_error","خطأ تحقق","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-D1366-ready","POS-02","اختيار وحدة أو وزن","POS","D","1366","ready","جاهز","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-D1366-validation_error","POS-02","اختيار وحدة أو وزن","POS","D","1366","validation_error","خطأ تحقق","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-D1920-ready","POS-02","اختيار وحدة أو وزن","POS","D","1920","ready","جاهز","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-D1920-validation_error","POS-02","اختيار وحدة أو وزن","POS","D","1920","validation_error","خطأ تحقق","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-W390-empty","POS-02","اختيار وحدة أو وزن","POS","W","390","empty","فارغ","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-W834-empty","POS-02","اختيار وحدة أو وزن","POS","W","834","empty","فارغ","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-W1440-empty","POS-02","اختيار وحدة أو وزن","POS","W","1440","empty","فارغ","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","drawn","14-D9-POS-Inventory-States.dc.html#POS-02"
"POS-02-M390-empty","POS-02","اختيار وحدة أو وزن","POS","M","390","empty","فارغ","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","drawn","14-D9-POS-Inventory-States.dc.html#POS-02"
"POS-02-D1366-empty","POS-02","اختيار وحدة أو وزن","POS","D","1366","empty","فارغ","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-02-D1920-empty","POS-02","اختيار وحدة أو وزن","POS","D","1920","empty","فارغ","أساسي","C-QTYUNIT C-SHEET C-DIALOG","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-W390-ready","POS-03","خصم وتجاوز سعر","POS","W","390","ready","جاهز","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-W390-validation_error","POS-03","خصم وتجاوز سعر","POS","W","390","validation_error","خطأ تحقق","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-W390-permission_denied","POS-03","خصم وتجاوز سعر","POS","W","390","permission_denied","صلاحية مرفوضة","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-W834-ready","POS-03","خصم وتجاوز سعر","POS","W","834","ready","جاهز","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-W834-validation_error","POS-03","خصم وتجاوز سعر","POS","W","834","validation_error","خطأ تحقق","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-W834-permission_denied","POS-03","خصم وتجاوز سعر","POS","W","834","permission_denied","صلاحية مرفوضة","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-W1440-ready","POS-03","خصم وتجاوز سعر","POS","W","1440","ready","جاهز","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","drawn","03-D2-POS.dc.html#POS-03"
"POS-03-W1440-validation_error","POS-03","خصم وتجاوز سعر","POS","W","1440","validation_error","خطأ تحقق","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","drawn","42-D34-POS-Complete.dc.html#POS-03"
"POS-03-W1440-permission_denied","POS-03","خصم وتجاوز سعر","POS","W","1440","permission_denied","صلاحية مرفوضة","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","drawn","03-D2-POS.dc.html#POS-03"
"POS-03-M390-ready","POS-03","خصم وتجاوز سعر","POS","M","390","ready","جاهز","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-M390-validation_error","POS-03","خصم وتجاوز سعر","POS","M","390","validation_error","خطأ تحقق","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-M390-permission_denied","POS-03","خصم وتجاوز سعر","POS","M","390","permission_denied","صلاحية مرفوضة","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-D1366-ready","POS-03","خصم وتجاوز سعر","POS","D","1366","ready","جاهز","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-D1366-validation_error","POS-03","خصم وتجاوز سعر","POS","D","1366","validation_error","خطأ تحقق","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-D1366-permission_denied","POS-03","خصم وتجاوز سعر","POS","D","1366","permission_denied","صلاحية مرفوضة","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-D1920-ready","POS-03","خصم وتجاوز سعر","POS","D","1920","ready","جاهز","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-D1920-validation_error","POS-03","خصم وتجاوز سعر","POS","D","1920","validation_error","خطأ تحقق","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
"POS-03-D1920-permission_denied","POS-03","خصم وتجاوز سعر","POS","D","1920","permission_denied","صلاحية مرفوضة","أساسي","C-MONEY C-DIALOG C-FIELD","03-D2-POS.dc.html","owner_approved","not_drawn",""
